time,aX,aY,aZ,gX,gY,gZ
0,0.298828125,-0.18017578125,0.67822265625,1.220703125,-2.8076171875,-1.5869140625
10,0.2977294921875,-0.1787109375,0.678955078125,1.220703125,-2.8076171875,-1.52587890625
20,0.29443359375,-0.1842041015625,0.6763916015625,1.3427734375,-2.62451171875,-1.5869140625
40,0.2962646484375,-0.18017578125,0.6763916015625,1.3427734375,-2.5634765625,-1.5869140625
50,0.2962646484375,-0.182373046875,0.680419921875,1.28173828125,-2.685546875,-1.52587890625
60,0.2962646484375,-0.1820068359375,0.6800537109375,1.220703125,-2.685546875,-1.52587890625
70,0.2933349609375,-0.182373046875,0.6767578125,1.15966796875,-2.685546875,-1.52587890625
80,0.29296875,-0.1834716796875,0.6756591796875,1.15966796875,-2.8076171875,-1.5869140625
90,0.2926025390625,-0.182373046875,0.673828125,1.220703125,-2.86865234375,-1.708984375
100,0.2947998046875,-0.1849365234375,0.6767578125,1.3427734375,-2.9296875,-1.77001953125
110,0.298828125,-0.1812744140625,0.6763916015625,1.3427734375,-2.9296875,-1.77001953125
120,0.2958984375,-0.1812744140625,0.6771240234375,1.28173828125,-2.9296875,-1.708984375
130,0.298095703125,-0.1834716796875,0.676025390625,1.3427734375,-2.74658203125,-1.64794921875
140,0.29736328125,-0.1812744140625,0.6778564453125,1.28173828125,-2.5634765625,-1.52587890625
160,0.2947998046875,-0.182373046875,0.67822265625,1.40380859375,-2.3193359375,-1.52587890625
170,0.29443359375,-0.1805419921875,0.67529296875,1.52587890625,-2.3193359375,-1.5869140625
180,0.292236328125,-0.183837890625,0.678955078125,1.3427734375,-2.44140625,-1.46484375
190,0.29443359375,-0.180908203125,0.678955078125,1.28173828125,-2.5634765625,-1.52587890625
200,0.296630859375,-0.1820068359375,0.678955078125,1.220703125,-2.62451171875,-1.46484375
210,0.296630859375,-0.181640625,0.678955078125,1.3427734375,-2.685546875,-1.5869140625
220,0.292236328125,-0.183837890625,0.676025390625,1.28173828125,-2.62451171875,-1.52587890625
230,0.2933349609375,-0.18603515625,0.6771240234375,1.28173828125,-2.62451171875,-1.5869140625
240,0.2969970703125,-0.1820068359375,0.677490234375,1.3427734375,-2.5634765625,-1.64794921875
250,0.2940673828125,-0.1834716796875,0.6771240234375,1.46484375,-2.50244140625,-1.64794921875
260,0.2955322265625,-0.182373046875,0.6785888671875,1.46484375,-2.44140625,-1.64794921875
280,0.29443359375,-0.18310546875,0.677490234375,1.46484375,-2.44140625,-1.64794921875
290,0.293701171875,-0.17724609375,0.67529296875,1.3427734375,-2.50244140625,-1.64794921875
300,0.2962646484375,-0.179443359375,0.6734619140625,1.28173828125,-2.62451171875,-1.52587890625
310,0.2955322265625,-0.1820068359375,0.6785888671875,1.15966796875,-2.74658203125,-1.46484375
320,0.296630859375,-0.185302734375,0.673828125,1.15966796875,-2.8076171875,-1.46484375
330,0.2933349609375,-0.1842041015625,0.6763916015625,1.15966796875,-2.685546875,-1.46484375
340,0.293701171875,-0.182373046875,0.673828125,1.28173828125,-2.62451171875,-1.52587890625
350,0.2977294921875,-0.1820068359375,0.6771240234375,1.28173828125,-2.685546875,-1.5869140625
360,0.2958984375,-0.1820068359375,0.674560546875,1.28173828125,-2.62451171875,-1.5869140625
370,0.2933349609375,-0.185302734375,0.6763916015625,1.28173828125,-2.62451171875,-1.5869140625
380,0.29443359375,-0.1812744140625,0.676025390625,1.3427734375,-2.685546875,-1.5869140625
400,0.29443359375,-0.1849365234375,0.676025390625,1.3427734375,-2.62451171875,-1.64794921875
410,0.292236328125,-0.186767578125,0.6771240234375,1.3427734375,-2.5634765625,-1.5869140625
420,0.2955322265625,-0.18310546875,0.6741943359375,1.40380859375,-2.50244140625,-1.64794921875
430,0.2940673828125,-0.181640625,0.67529296875,1.46484375,-2.50244140625,-1.708984375
440,0.29736328125,-0.1820068359375,0.6771240234375,1.46484375,-2.62451171875,-1.64794921875
450,0.29443359375,-0.182373046875,0.6778564453125,1.3427734375,-2.5634765625,-1.5869140625
460,0.29443359375,-0.185302734375,0.67529296875,1.28173828125,-2.50244140625,-1.5869140625
470,0.2977294921875,-0.1798095703125,0.67822265625,1.3427734375,-2.50244140625,-1.5869140625
480,0.2958984375,-0.1820068359375,0.67529296875,1.40380859375,-2.44140625,-1.46484375
490,0.2955322265625,-0.1790771484375,0.67529296875,1.40380859375,-2.50244140625,-1.46484375
500,0.296630859375,-0.181640625,0.6767578125,1.28173828125,-2.50244140625,-1.3427734375
520,0.29296875,-0.1845703125,0.67529296875,1.28173828125,-2.38037109375,-1.46484375
530,0.290771484375,-0.1820068359375,0.673095703125,1.46484375,-2.25830078125,-1.52587890625
540,0.2900390625,-0.18017578125,0.67236328125,1.5869140625,-2.44140625,-1.5869140625
550,0.2926025390625,-0.1812744140625,0.6749267578125,1.52587890625,-2.50244140625,-1.64794921875
560,0.2933349609375,-0.1812744140625,0.674560546875,1.40380859375,-2.5634765625,-1.64794921875
570,0.2955322265625,-0.1820068359375,0.67822265625,1.28173828125,-2.62451171875,-1.52587890625
580,0.29443359375,-0.1842041015625,0.6778564453125,1.220703125,-2.685546875,-1.52587890625
590,0.290771484375,-0.1820068359375,0.67529296875,1.220703125,-2.8076171875,-1.5869140625
600,0.2947998046875,-0.1842041015625,0.6800537109375,1.15966796875,-2.86865234375,-1.5869140625
610,0.2940673828125,-0.1849365234375,0.6763916015625,1.15966796875,-2.86865234375,-1.64794921875
620,0.2958984375,-0.181640625,0.6763916015625,1.15966796875,-2.8076171875,-1.64794921875
